"speciesId","name","stage","stageZh","prompt"
"steel_armadillo","钢·磁甲兽","mature","大劫淬炼","钢·磁甲兽 的 大劫淬炼 阶段。外形：磁暴兽。系列：宝可梦。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"steel_armadillo","钢·磁甲兽","legendary","封神登天","钢·磁甲兽 的 封神登天 阶段。外形：合金兽。系列：宝可梦。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"steel_armadillo","钢·磁甲兽","transcendent","归真永恒","钢·磁甲兽 的 归真永恒 阶段。外形：钢之尊者。系列：宝可梦。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"grey_wizard","灰袍智者","egg","灵胎初醒","灰袍智者 的 灵胎初醒 阶段。外形：魔杖种子。系列：魔法奇幻。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"grey_wizard","灰袍智者","baby","凡尘砺心","灰袍智者 的 凡尘砺心 阶段。外形：小法师。系列：魔法奇幻。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"grey_wizard","灰袍智者","growing","道法初成","灰袍智者 的 道法初成 阶段。外形：灰袍法师。系列：魔法奇幻。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"grey_wizard","灰袍智者","mature","大劫淬炼","灰袍智者 的 大劫淬炼 阶段。外形：魔典持有者。系列：魔法奇幻。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"grey_wizard","灰袍智者","legendary","封神登天","灰袍智者 的 封神登天 阶段。外形：白袍法师。系列：魔法奇幻。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"grey_wizard","灰袍智者","transcendent","归真永恒","灰袍智者 的 归真永恒 阶段。外形：白袍尊者。系列：魔法奇幻。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wand_cat","魔杖猫","egg","灵胎初醒","魔杖猫 的 灵胎初醒 阶段。外形：魔法绒球。系列：魔法奇幻。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wand_cat","魔杖猫","baby","凡尘砺心","魔杖猫 的 凡尘砺心 阶段。外形：会魔法的猫。系列：魔法奇幻。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wand_cat","魔杖猫","growing","道法初成","魔杖猫 的 道法初成 阶段。外形：魔法猫。系列：魔法奇幻。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wand_cat","魔杖猫","mature","大劫淬炼","魔杖猫 的 大劫淬炼 阶段。外形：魔咒猫。系列：魔法奇幻。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wand_cat","魔杖猫","legendary","封神登天","魔杖猫 的 封神登天 阶段。外形：大贤者猫。系列：魔法奇幻。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"wand_cat","魔杖猫","transcendent","归真永恒","魔杖猫 的 归真永恒 阶段。外形：魔法尊者。系列：魔法奇幻。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dragon_knight","龙骑士","egg","灵胎初醒","龙骑士 的 灵胎初醒 阶段。外形：契约之卵。系列：魔法奇幻。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dragon_knight","龙骑士","baby","凡尘砺心","龙骑士 的 凡尘砺心 阶段。外形：骑士候选。系列：魔法奇幻。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dragon_knight","龙骑士","growing","道法初成","龙骑士 的 道法初成 阶段。外形：龙骑士。系列：魔法奇幻。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dragon_knight","龙骑士","mature","大劫淬炼","龙骑士 的 大劫淬炼 阶段。外形：骑士之誓。系列：魔法奇幻。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dragon_knight","龙骑士","legendary","封神登天","龙骑士 的 封神登天 阶段。外形：天空骑士。系列：魔法奇幻。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"dragon_knight","龙骑士","transcendent","归真永恒","龙骑士 的 归真永恒 阶段。外形：龙骑尊者。系列：魔法奇幻。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"alchemy_golem","炼金魔像","egg","灵胎初醒","炼金魔像 的 灵胎初醒 阶段。外形：贤者之石。系列：魔法奇幻。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"alchemy_golem","炼金魔像","baby","凡尘砺心","炼金魔像 的 凡尘砺心 阶段。外形：炼金仆从。系列：魔法奇幻。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"alchemy_golem","炼金魔像","growing","道法初成","炼金魔像 的 道法初成 阶段。外形：炼金术士。系列：魔法奇幻。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"alchemy_golem","炼金魔像","mature","大劫淬炼","炼金魔像 的 大劫淬炼 阶段。外形：点金手。系列：魔法奇幻。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"alchemy_golem","炼金魔像","legendary","封神登天","炼金魔像 的 封神登天 阶段。外形：黄金石像。系列：魔法奇幻。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"alchemy_golem","炼金魔像","transcendent","归真永恒","炼金魔像 的 归真永恒 阶段。外形：炼金尊者。系列：魔法奇幻。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"nightmare_horse","梦魇夜马","egg","灵胎初醒","梦魇夜马 的 灵胎初醒 阶段。外形：月影卵。系列：魔法奇幻。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"nightmare_horse","梦魇夜马","baby","凡尘砺心","梦魇夜马 的 凡尘砺心 阶段。外形：影鬃马。系列：魔法奇幻。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"nightmare_horse","梦魇夜马","growing","道法初成","梦魇夜马 的 道法初成 阶段。外形：梦魇马。系列：魔法奇幻。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"nightmare_horse","梦魇夜马","mature","大劫淬炼","梦魇夜马 的 大劫淬炼 阶段。外形：月光马。系列：魔法奇幻。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"nightmare_horse","梦魇夜马","legendary","封神登天","梦魇夜马 的 封神登天 阶段。外形：夜之守护。系列：魔法奇幻。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"nightmare_horse","梦魇夜马","transcendent","归真永恒","梦魇夜马 的 归真永恒 阶段。外形：夜月尊者。系列：魔法奇幻。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lamp_spirit","元素灯灵","egg","灵胎初醒","元素灯灵 的 灵胎初醒 阶段。外形：灯芯种子。系列：魔法奇幻。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lamp_spirit","元素灯灵","baby","凡尘砺心","元素灯灵 的 凡尘砺心 阶段。外形：小灯灵。系列：魔法奇幻。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lamp_spirit","元素灯灵","growing","道法初成","元素灯灵 的 道法初成 阶段。外形：灯之精灵。系列：魔法奇幻。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lamp_spirit","元素灯灵","mature","大劫淬炼","元素灯灵 的 大劫淬炼 阶段。外形：流光灯灵。系列：魔法奇幻。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lamp_spirit","元素灯灵","legendary","封神登天","元素灯灵 的 封神登天 阶段。外形：千愿灯灵。系列：魔法奇幻。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"lamp_spirit","元素灯灵","transcendent","归真永恒","元素灯灵 的 归真永恒 阶段。外形：灯灵尊者。系列：魔法奇幻。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"spinosaurus","棘龙","egg","灵胎初醒","棘龙 的 灵胎初醒 阶段。外形：帆纹蛋。系列：史前生物。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"spinosaurus","棘龙","baby","凡尘砺心","棘龙 的 凡尘砺心 阶段。外形：帆背龙。系列：史前生物。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"spinosaurus","棘龙","growing","道法初成","棘龙 的 道法初成 阶段。外形：巨帆龙。系列：史前生物。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"spinosaurus","棘龙","mature","大劫淬炼","棘龙 的 大劫淬炼 阶段。外形：河畔霸主。系列：史前生物。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"spinosaurus","棘龙","legendary","封神登天","棘龙 的 封神登天 阶段。外形：河畔之王。系列：史前生物。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"spinosaurus","棘龙","transcendent","归真永恒","棘龙 的 归真永恒 阶段。外形：棘龙尊者。系列：史前生物。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ankylosaurus","甲龙","egg","灵胎初醒","甲龙 的 灵胎初醒 阶段。外形：锤尾蛋。系列：史前生物。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ankylosaurus","甲龙","baby","凡尘砺心","甲龙 的 凡尘砺心 阶段。外形：板甲龙。系列：史前生物。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ankylosaurus","甲龙","growing","道法初成","甲龙 的 道法初成 阶段。外形：锤尾龙。系列：史前生物。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ankylosaurus","甲龙","mature","大劫淬炼","甲龙 的 大劫淬炼 阶段。外形：堡垒龙。系列：史前生物。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ankylosaurus","甲龙","legendary","封神登天","甲龙 的 封神登天 阶段。外形：要塞甲龙。系列：史前生物。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ankylosaurus","甲龙","transcendent","归真永恒","甲龙 的 归真永恒 阶段。外形：甲龙尊者。系列：史前生物。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"diplodocus","梁龙","egg","灵胎初醒","梁龙 的 灵胎初醒 阶段。外形：长颈蛋。系列：史前生物。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"diplodocus","梁龙","baby","凡尘砺心","梁龙 的 凡尘砺心 阶段。外形：长颈龙。系列：史前生物。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"diplodocus","梁龙","growing","道法初成","梁龙 的 道法初成 阶段。外形：巨梁龙。系列：史前生物。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"diplodocus","梁龙","mature","大劫淬炼","梁龙 的 大劫淬炼 阶段。外形：群居龙。系列：史前生物。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"diplodocus","梁龙","legendary","封神登天","梁龙 的 封神登天 阶段。外形：温柔巨兽。系列：史前生物。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"diplodocus","梁龙","transcendent","归真永恒","梁龙 的 归真永恒 阶段。外形：梁龙尊者。系列：史前生物。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"megalodon","巨齿鲨","egg","灵胎初醒","巨齿鲨 的 灵胎初醒 阶段。外形：巨牙卵。系列：史前生物。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"megalodon","巨齿鲨","baby","凡尘砺心","巨齿鲨 的 凡尘砺心 阶段。外形：利齿鲨。系列：史前生物。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"megalodon","巨齿鲨","growing","道法初成","巨齿鲨 的 道法初成 阶段。外形：深海鲨。系列：史前生物。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"megalodon","巨齿鲨","mature","大劫淬炼","巨齿鲨 的 大劫淬炼 阶段。外形：深蓝鲨。系列：史前生物。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"megalodon","巨齿鲨","legendary","封神登天","巨齿鲨 的 封神登天 阶段。外形：巨齿霸主。系列：史前生物。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"megalodon","巨齿鲨","transcendent","归真永恒","巨齿鲨 的 归真永恒 阶段。外形：巨齿尊者。系列：史前生物。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ground_sloth","大地懒","egg","灵胎初醒","大地懒 的 灵胎初醒 阶段。外形：巨爪蛋。系列：史前生物。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ground_sloth","大地懒","baby","凡尘砺心","大地懒 的 凡尘砺心 阶段。外形：巨爪兽。系列：史前生物。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ground_sloth","大地懒","growing","道法初成","大地懒 的 道法初成 阶段。外形：大地懒。系列：史前生物。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ground_sloth","大地懒","mature","大劫淬炼","大地懒 的 大劫淬炼 阶段。外形：耐心巨兽。系列：史前生物。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ground_sloth","大地懒","legendary","封神登天","大地懒 的 封神登天 阶段。外形：大地巨人。系列：史前生物。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"ground_sloth","大地懒","transcendent","归真永恒","大地懒 的 归真永恒 阶段。外形：大地尊者。系列：史前生物。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
